"userID","artistID","weight"
13,532,3
13,533,2
13,534,2
13,535,2
13,536,2
13,537,2
13,538,2
13,539,2
13,540,2
13,542,2
13,543,2
13,544,2
13,545,2
13,546,2
13,547,2
13,548,2
14,554,834
14,562,710
14,565,674
14,575,648
14,583,632
14,585,631
15,69,242
15,154,751
15,159,297
15,197,599
15,203,352
15,205,477
15,212,242
15,215,253
15,222,235
15,227,747
15,233,464
15,266,247
15,429,366
15,511,740
15,599,1141
15,601,557
15,602,546
15,603,484
15,604,484
15,605,470
15,606,466
15,607,443
15,609,407
15,610,404
15,612,380
15,614,351
15,615,350
15,616,346
15,617,341
15,618,340
15,620,328
15,621,306
15,622,302
15,629,251
15,630,230
15,632,226
16,89,849
16,161,459
16,386,154
16,532,251
16,641,391
16,644,366
16,646,308
16,674,141
17,56,242
17,67,303
17,89,1255
17,229,610
17,230,120
17,288,129
17,289,118
17,292,110
17,298,215
17,300,1089
17,306,144
17,324,306
17,325,219
17,344,1804
17,403,101
17,461,984
17,464,266
17,466,925
17,498,1544
17,526,104
17,528,321
17,538,188
17,544,426
17,548,1446
17,679,14436
17,680,891
17,681,879
17,682,651
17,683,474
17,686,373
17,687,370
17,689,270
17,690,243
17,691,208
17,693,188
17,697,168
17,701,115
17,703,107
17,704,105
18,56,186
18,65,234
18,71,401
18,72,404
18,88,258
18,163,230
18,174,332
18,190,544
18,220,623
18,227,630
18,230,400
18,378,204
18,389,393
18,511,496
18,533,576
18,705,2187
18,706,853
18,707,838
18,708,682
18,709,660
18,710,646
18,712,518
18,714,427
18,715,426
18,716,409
18,717,363
18,718,359
18,722,283
18,724,246
18,726,241
18,727,240
18,728,236
18,730,222
18,732,216
18,733,215
18,734,197
18,735,192
20,56,108
20,88,111
20,163,119
20,504,154
20,512,290
20,744,375
20,748,268
20,755,174
20,757,167
20,768,122
20,769,120
20,779,99
20,785,95
21,55,4097
21,67,219
21,71,110
21,89,406
21,288,474
21,289,4620
21,292,437
21,293,599
21,295,152
21,298,149
21,299,516
21,300,252
21,302,118
21,306,138
21,310,187
21,318,215
21,325,202
21,352,116
21,461,436
21,465,122
21,466,222
21,523,186
21,531,188
21,535,1953
21,543,210
21,674,220
21,679,159
21,681,118
21,686,764
21,701,732
21,786,734
21,787,426
21,790,369
21,792,263
21,793,228
21,797,164
21,802,99
22,412,677
22,503,6257
22,514,939
22,805,2548
22,806,2501
22,808,2334
22,810,2160
22,811,2153
22,812,1833
22,813,1742
22,814,1627
22,815,1451
22,816,1401
22,818,1190
22,821,1044
22,823,999
22,830,743
22,834,684
22,837,634
22,840,609
22,841,602
22,843,553
22,845,539
22,846,538
23,7,212
23,72,1752
23,152,330
23,159,401
23,163,124
23,181,297
23,220,112
23,226,292
23,227,143
23,233,379
23,420,117
23,436,242
23,511,752
23,599,652
23,615,131
23,707,176
23,851,2897
23,854,508
23,856,240
23,857,238
23,858,235
23,859,226
23,860,217
23,863,200
23,867,189
23,868,186
23,874,142
23,875,138
23,877,120
23,880,118
24,55,5956
24,67,6917
24,89,661
24,157,538
24,167,1412
24,229,2443
24,257,1203
24,258,531
24,285,586
24,288,677
24,289,1192
24,291,516
24,295,506
24,298,1226
24,300,1729
24,301,432
24,302,1037
24,310,677
24,316,1998
24,333,466
24,340,720
24,425,851
24,437,796
24,526,550
24,689,1720
24,690,475
24,709,875
24,786,1694
24,886,1999
24,889,1025
24,891,776
24,892,742
24,898,546
24,903,477
24,905,416
25,55,185
25,67,278
25,89,311
25,155,235
25,157,1694
25,288,208
25,289,1623
25,290,95
25,292,404
25,293,81
25,294,141
25,295,312
25,296,1765
25,302,120
25,308,205
25,309,239
25,310,77
25,311,76
25,314,160
25,318,431
25,325,244
25,328,191
25,329,425
25,331,153
25,349,231
25,352,207
25,455,3009
25,459,96
25,484,177
25,531,186
25,543,96
25,701,130
25,786,593
25,906,3004
25,907,271
25,908,222
25,909,173
25,910,150
25,913,89
25,915,80
26,25,177
26,511,1813
26,707,278
26,718,250
26,841,151
26,917,3967
26,918,2199
26,920,1622
26,922,1223
26,923,1176
26,924,1140
26,928,715
26,930,633
26,932,503
26,936,376
26,937,334
26,942,284
26,945,264
26,946,263
26,947,247
26,949,218
26,951,198
26,952,194
26,953,184
26,954,175
26,955,170
26,956,165
26,957,142
26,959,123
27,51,85
27,67,117
27,152,200
27,172,106
27,183,156
27,328,86
27,423,408
27,463,159
27,548,144
27,614,102
27,641,89
27,644,71
27,689,80
27,701,214
27,703,226
27,726,153
27,917,81
27,961,226
27,962,198
27,964,172
27,965,157
27,966,137
27,968,114
27,969,108
27,972,100
27,975,96
27,977,81
27,978,73
27,980,70
27,982,66
27,985,64
27,986,62
27,989,60
28,51,10
28,59,8
28,61,8
28,72,8
28,85,14
28,100,14
28,193,27
28,366,10
28,905,7
28,993,16
28,997,13
28,998,13
28,1001,11
28,1009,9
28,1013,8
28,1014,8
28,1019,7
29,55,404
29,89,153
29,161,30
29,209,23
29,288,42
29,289,79
29,292,34
29,300,68
29,302,121
29,317,33
29,318,24
29,328,62
29,333,337
29,378,27
29,455,26
29,461,40
29,464,32
29,466,501
29,472,63
29,481,57
29,498,445
29,500,56
29,528,131
29,531,32
29,534,23
29,537,201
29,543,53
29,679,293
29,686,144
29,687,2000
29,704,253
29,706,33
29,908,29
29,951,59
29,966,28
29,1032,300
29,1034,150
29,1035,134
29,1037,85
29,1038,77
29,1040,63
29,1041,51
29,1042,49
29,1043,48
29,1044,42
29,1045,32
29,1046,23
30,89,648
30,190,120
30,228,209
30,229,152
30,230,259
30,234,165
30,288,203
30,289,1231
30,291,102
30,295,184
30,300,512
30,304,235
30,318,305
30,321,671
30,325,131
30,333,522
30,344,148
30,355,84
30,455,105
30,456,130
30,461,1375
30,465,184
30,471,89
30,481,192
30,498,1604
30,538,95
30,646,110
30,679,321
30,680,202
30,687,131
30,793,565
30,908,90
30,951,119
30,966,78
30,1043,255
30,1047,1725
30,1048,1433
30,1051,166
30,1052,158
30,1054,136
31,30,150
31,55,147
31,56,269
31,59,131
31,67,39
31,72,17561
31,77,99
31,159,48
31,227,126
31,238,108
31,289,395
31,515,36
31,534,266
31,603,56
31,757,178
31,875,193
31,880,440
31,959,68
31,972,463
31,1001,1360
31,1061,876
31,1062,522
31,1066,262
31,1072,93
31,1073,90
31,1075,88
31,1079,64
31,1081,58
31,1083,55
32,72,236
32,88,859
32,154,435
32,155,261
32,159,307
32,170,410
32,173,5023
32,190,1837
32,196,143
32,203,3554
32,217,119
32,220,327
32,227,520
32,230,162
32,234,289
32,377,169
32,418,244
32,428,388
32,429,848
32,441,1180
32,447,329
32,493,208
32,533,278
32,599,194
32,620,216
32,808,123
32,851,5364
32,857,260
32,875,268
32,1089,2185
32,1090,1352
32,1091,659
32,1097,287
32,1098,223
32,1099,221
32,1100,211
32,1103,158
32,1104,157
32,1105,144
32,1106,138
33,56,1129
33,152,940
33,183,637
33,188,1383
33,233,1535
33,418,1130
33,607,315
33,614,1113
33,632,318
33,964,759
33,968,354
33,977,374
33,1098,964
33,1109,3338
33,1110,3248
33,1112,2107
33,1113,1493
33,1114,1482
33,1116,1363
33,1118,996
33,1119,874
33,1121,770
33,1122,689
33,1123,683
33,1130,438
33,1131,433
33,1132,386
33,1134,347
33,1145,189
34,53,211
34,59,1455
34,70,341
34,72,1881
34,163,1416
34,173,775
34,196,578
34,199,1551
34,220,394
34,225,1075
34,226,366
34,227,908
34,229,235
34,416,3801
34,418,454
34,430,185
34,441,2261
34,511,246
34,599,1387
34,622,412
34,717,1797
34,851,533
34,959,384
34,1109,208
34,1150,746
34,1151,658
34,1155,354
34,1164,194
34,1167,182
35,186,1
35,212,4
35,444,1
35,920,1
35,964,1
36,45,321
36,198,274
36,209,262
36,230,254
36,333,318
36,430,448
36,464,292
36,470,345
36,481,308
36,488,358
36,493,611
36,497,782
36,500,497
36,537,258
36,540,629
36,687,1524
36,768,1417
36,779,709
36,805,952
36,808,1089
36,816,1420
36,966,358
36,1035,341
36,1043,305
36,1046,947
36,1047,1080
36,1091,361
36,1179,1126
36,1180,900
36,1181,765
36,1182,739
36,1183,718
36,1185,675
36,1186,569
36,1188,519
36,1191,424
36,1192,379
36,1193,352
36,1194,335
36,1195,315
36,1196,313
36,1197,301
36,1198,283
36,1200,253
36,1201,252
37,157,434
37,227,441
37,233,434
37,374,252
37,565,274
37,599,308
37,845,273
37,875,238
37,1098,276
37,1112,213
37,1150,278
37,1202,527
37,1203,474
37,1206,313
37,1216,270
37,1222,258
37,1231,223
38,56,74
38,65,3008
38,88,792
38,89,20
38,176,25
38,182,507
38,187,21
38,190,134
38,203,180
38,227,118
38,228,153
38,229,967
38,288,7
38,298,24
38,300,95
38,306,33
38,333,74
38,342,56
38,344,122
38,366,42
38,421,100
38,466,49
38,486,9
38,489,9
38,498,1764
38,511,593
38,533,379
38,562,26
38,614,12
38,679,680
38,689,149
38,691,33
38,701,55
38,951,71
38,959,68
38,982,1235
38,1090,64
38,1151,15
38,1239,68
38,1241,65
38,1242,40
38,1243,24
38,1244,19
38,1246,15
38,1249,7
39,81,52
39,181,71
39,841,93
39,843,54
39,954,91
39,1261,74
39,1274,58
39,1281,55
40,32,411
40,1066,366
40,1295,969
40,1298,777
40,1300,591
41,706,1118
41,843,637
41,917,7225
41,918,2266
41,922,1453
41,928,845
41,942,3522
41,947,806
41,954,580
41,957,650
41,1261,1055
41,1338,1955
41,1339,1888
41,1343,860
41,1350,624
41,1351,607
41,1358,433
41,1360,400
41,1364,349
41,1366,336
41,1369,299
41,1372,292
42,65,1897
42,89,122
42,154,1637
42,173,199
42,182,670
42,184,558
42,190,2336
42,191,161
42,204,704
42,221,707
42,225,192
42,228,150
42,229,1209
42,288,251
42,289,197
42,291,377
42,302,292
42,377,168
42,378,1050
42,425,213
42,472,164
42,511,130
42,534,136
42,538,704
42,689,271
42,962,131
42,966,527
42,1048,125
42,1052,146
42,1090,413
42,1375,1046
42,1376,568
42,1377,484
42,1378,330
42,1379,301
42,1383,266
42,1384,226
42,1389,142
42,1390,135
43,53,289
43,56,2691
43,58,162
43,64,6390
43,65,635
43,70,192
43,81,207
43,84,137
43,88,582
43,89,301
43,154,1561
43,190,409
43,207,214
43,227,323
43,229,231
43,230,133
43,238,314
43,278,121
43,306,234
43,328,1045
43,329,251
43,331,133
43,377,1028
43,475,175
43,486,227
43,603,156
43,748,3115
43,757,247
43,907,188
43,1009,171
43,1098,211
43,1099,1227
43,1394,1015
43,1396,452
43,1398,268
43,1400,250
43,1401,225
43,1406,152
43,1409,123
43,1410,120
44,15,117
44,25,145
44,67,162
44,152,132
44,163,915
44,190,312
44,215,335
44,226,130
44,227,1493
44,234,156
44,418,628
44,436,331
44,562,389
44,609,186
44,614,555
44,615,184
44,630,289
44,706,629
44,707,469
44,717,178
44,718,181
44,735,463
44,854,772
44,868,136
44,917,425
44,918,177
44,957,109
44,964,468
44,982,138
44,1119,397
44,1131,120
44,1216,192
44,1369,168
44,1411,793
44,1412,667
44,1413,532
44,1414,348
44,1415,266
44,1416,255
44,1418,235
44,1424,118
44,1425,115
44,1426,112
44,1427,107
45,89,2319
45,161,443
45,288,6497
45,289,548
45,291,143
45,292,515
45,293,370
45,295,174
45,300,851
45,302,113
45,306,822
45,310,189
45,320,264
45,325,148
45,332,139
45,333,154
45,349,615
45,461,1916
45,466,307
45,543,418
45,641,276
45,646,4510
45,701,1171
45,787,180
45,790,318
45,792,178
45,802,11126
45,1428,4376
45,1429,862
45,1444,123
45,1447,112
45,1449,109
46,89,2199
46,288,31427
46,289,1016
46,290,669
46,291,248
46,292,1052
46,295,3269
46,299,527
46,300,3579
46,301,668
46,302,284
46,306,1989
46,314,816
46,320,320
46,325,929
46,327,313
46,328,394
46,330,240
46,333,1165
46,344,278
46,349,1668
46,352,254
46,458,1562
46,461,973
46,464,3052
46,466,4521
46,475,220
46,484,256
46,498,688
46,542,417
46,646,671
46,679,252
46,681,559
46,686,746
46,701,993
46,802,927
46,908,234
46,1032,560
46,1037,1293
46,1042,401
46,1051,341
46,1428,1073
46,1450,668
46,1451,644
46,1452,555
46,1453,456
46,1455,264
46,1456,234
47,182,211
47,230,7454
47,257,346
47,288,1194
47,289,12197
47,291,781
47,292,1075
47,293,451
47,294,302
47,298,642
47,299,340
47,300,545
47,302,481
47,304,589
47,310,834
47,317,243
47,318,1344
47,325,607
47,333,1001
47,344,998
47,455,663
47,456,1743
47,461,1679
47,464,231
47,465,336
47,466,2098
47,475,276
47,498,336
47,523,1044
47,525,331
47,540,440
47,680,247
47,681,1075
47,686,1223
47,701,422
47,790,252
47,903,356
47,908,1157
47,972,788
47,1037,275
47,1244,315
47,1456,218
47,1458,1392
47,1459,477
47,1463,219
48,55,13
48,67,17476
48,89,112
48,157,60
48,176,33
48,180,586
48,220,240
48,227,15
48,230,18
48,246,19
48,258,9
48,265,17
48,283,122
48,288,13
48,289,23
48,295,6
48,299,15
48,300,38
48,340,406
48,378,78
48,475,4
48,511,483
48,533,17
48,575,43
48,679,5
48,701,14
48,733,19
48,889,230
48,945,64
48,951,92
48,959,14
48,972,9
48,1464,4085
48,1468,78
48,1470,52
48,1475,21
49,89,156
49,166,87
49,223,80
49,288,124
49,289,137
49,299,102
49,306,108
49,308,86
49,310,117
49,312,282
49,314,144
49,324,176
49,461,106
49,701,240
49,907,228
49,913,85
49,1106,197
49,1390,76
49,1400,112
49,1486,226
49,1504,79
49,1505,78
50,56,672
50,59,300
50,65,1984
50,159,790
50,163,759
50,171,419
50,173,278
50,207,3642
50,220,251
50,221,210
50,227,2135
50,228,3036
50,229,808
50,230,262
50,250,317
50,424,599
50,428,325
50,429,240
50,511,528
50,533,9355
50,604,616
50,703,298
50,706,251
50,709,231
50,718,269
50,733,204
50,757,379
50,868,249
50,959,359
50,969,960
50,982,364
50,1048,2689
50,1090,412
50,1106,277
50,1151,533
50,1376,281
50,1394,779
50,1412,228
50,1510,747
50,1511,647
50,1512,424
50,1513,342
50,1515,302
50,1517,279
50,1519,216
50,1520,207
51,163,380
51,173,339
51,188,1074
51,198,708
51,225,531
51,503,1446
51,706,202
51,707,1231
51,726,139
51,806,1122
51,841,2490
51,917,1409
51,918,3549
51,923,1243
51,928,262
51,947,1180
51,949,423
51,954,327
51,959,308
51,1104,1010
51,1249,478
51,1261,328
51,1274,345
51,1358,1346
51,1360,1044
51,1364,292
51,1369,267
51,1412,1110
51,1521,1084
51,1527,293
51,1534,164
52,329,104
52,355,94
52,455,93
52,464,107
52,489,131
52,500,102
52,805,197
52,815,134
52,816,622
52,1044,112
52,1196,83
52,1274,103
52,1281,198
52,1541,279
52,1545,193
52,1547,190
52,1556,125
53,55,33
53,67,64
53,89,1872
53,187,24
53,288,1620
53,289,267
53,292,332
53,293,207
53,296,360
53,300,4332
53,302,56
53,306,147
53,310,55
53,318,24
53,330,29
53,331,33
53,333,34
53,349,41
53,352,83
53,386,56
53,466,532
53,475,240
53,491,41
53,498,28
53,525,28
53,531,64
53,535,233
53,545,31
53,644,55
53,701,128
53,1580,49
54,55,116
54,67,57
54,71,136
54,88,44
54,288,118
54,289,16391
54,291,201
54,292,233
54,296,61
54,298,73
54,299,214
54,310,68
54,318,1123
54,320,58
54,329,118
54,333,346
54,349,72
54,360,41
54,378,42
54,465,43
54,523,1160
54,525,139
54,535,78
54,538,68
54,701,230
54,793,329
54,906,152
54,913,161
54,1052,172
54,1377,43
54,1596,62
54,1601,39
54,1602,39
55,65,316
55,154,1485
55,190,568
55,220,374
55,227,468
55,267,358
55,278,481
55,331,648
55,425,757
55,429,419
55,1455,874
55,1609,786
55,1613,700
55,1632,328
55,1633,322
55,1639,285
56,72,400
56,159,497
56,171,822
56,173,404
56,207,484
56,228,1072
56,366,430
56,424,1934
56,436,351
56,438,550
56,488,676
56,604,693
56,683,1606
56,857,642
56,932,674
56,982,379
56,1116,1350
56,1119,382
56,1513,2279
56,1515,346
56,1545,498
56,1643,1621
56,1645,1491
56,1650,704
56,1659,463
57,89,1428
57,207,141
57,234,50
57,288,179
57,289,53
57,292,28
57,295,23
57,300,279
57,333,1555
57,344,1600
57,377,32
57,378,325
57,424,68
57,464,23
57,466,39
57,470,3000
57,471,475
57,475,64
57,481,589
57,486,368
57,498,481
57,686,26
57,704,1531
57,779,10000
57,889,251
57,1034,24
57,1041,876
57,1043,777
57,1045,322
57,1180,6000
57,1185,161
57,1188,323
57,1196,288
57,1246,37
57,1429,47
57,1541,138
57,1659,45
57,1672,796
57,1673,522
57,1678,155
57,1681,23
58,67,1225
58,89,1770
58,288,5
58,289,4474
58,291,4
58,292,1000
58,295,8
58,300,1412
58,302,224
58,318,7
58,321,236
58,325,171
58,333,455
58,344,416
58,386,10
58,461,8204
58,466,46
58,523,124
58,680,4
58,681,4269
58,686,4
58,797,3
58,889,5
58,892,275
58,908,158
58,1098,13
58,1244,6
58,1453,273
58,1458,47
58,1459,11
58,1684,178
59,7,1410
59,56,832
59,67,757
59,72,3445
59,190,3458
59,227,1472
59,233,16419
59,238,870
59,296,458
59,377,1779
59,407,1392
59,450,533
59,475,458
59,504,600
59,512,1023
59,517,551
59,599,587
59,603,447
59,707,3437
59,710,419
59,726,17216
59,1098,638
59,1104,3049
59,1114,670
59,1118,2900
59,1131,5156
59,1151,1060
59,1358,688
59,1534,574
60,204,43
60,210,75
60,416,113
60,418,158
60,621,55
60,755,42
60,1106,75
60,1418,73
61,65,170
61,163,316
61,196,414
61,212,181
61,227,645
61,246,249
61,261,291
61,418,452
61,439,550
61,604,361
61,618,212
61,632,220
61,714,284
61,727,185
61,1109,1103
61,1112,208
61,1123,295
61,1244,431
61,1424,438
62,51,528
62,54,125
62,64,91
62,65,745
62,70,70
62,72,6918
62,75,59
62,81,76
62,154,272
62,173,443
62,182,1040
62,187,227
62,189,145
62,190,400
62,191,153
62,220,99
62,221,83
62,227,66
62,234,374
62,238,274
62,310,135
62,378,170
62,533,70
62,868,267
62,961,118
62,1072,281
62,1097,95
62,1375,432
62,1384,139
63,51,563
63,159,132
63,163,147
63,183,73
63,190,172
63,193,79
63,203,65
63,212,127
63,227,170
63,234,151
63,554,103
63,562,141
63,614,438
63,704,113
63,706,219
63,707,136
63,735,71
63,841,100
63,854,403
63,856,70
63,857,385
63,868,81
63,917,94
63,918,1101
63,923,184
63,928,122
63,952,66
63,959,83
63,1109,173
63,1119,333
63,1343,79
63,1358,60
63,1400,110
63,1412,133
63,1527,148
64,63,144
64,154,141
64,157,546
64,266,175
64,285,320
64,601,1679
64,1394,248
64,1427,402
64,1613,344
65,173,87
65,209,355
65,333,183
65,371,2718
65,377,132
65,463,104
65,464,68
65,472,255
65,475,106
65,488,1189
65,489,88
65,497,453
65,498,490
65,540,272
65,805,74
65,808,136
65,816,1062
65,907,100
65,1145,110
65,1180,609
65,1195,248
65,1200,741
65,1678,112
66,51,910
66,59,367
66,61,603
66,68,459
66,72,1303
66,85,888
66,98,310
66,99,497
66,100,417
66,874,427
66,880,313
66,993,611
66,997,688
66,998,350
66,1001,529
66,1013,626
66,1014,478
66,1019,415
66,1073,381
66,1122,399
68,65,171
68,67,624
68,89,916
68,239,63
68,257,682
68,283,63
68,285,96
68,288,603
68,289,591
68,290,137
68,292,105
68,294,379
68,295,4140
68,299,222
68,300,140
68,301,81
68,302,115
68,306,216
68,308,142
68,314,61
68,317,39
68,320,45
68,322,142
68,327,85
68,328,70
68,329,79
68,330,125
68,332,41
68,349,353
68,366,293
68,465,56
68,466,84
68,468,71
68,484,48
68,527,107
68,531,69
68,543,210
68,701,100
68,913,119
68,1032,321
68,1379,54
69,107,225
69,154,746
69,195,521
69,210,621
69,267,238
69,331,290
69,427,187
69,429,232
69,441,231
69,527,203
69,603,280
69,609,400
69,616,181
69,618,226
69,1098,238
70,163,386
70,173,595
70,190,526
70,207,419
70,228,302
70,229,232
70,234,581
70,245,321
70,428,372
70,432,196
70,475,695
70,497,252
70,512,295
70,517,212
70,536,204
70,614,194
70,707,287
70,709,962
70,757,695
70,854,191
70,856,272
70,868,2121
70,1048,343
70,1090,783
70,1104,170
70,1155,239
70,1376,169
70,1406,896
70,1412,1042
70,1426,195
70,1520,1257
71,188,310
71,707,285
71,843,236
71,917,562
71,918,575
71,920,1561
71,922,148
71,923,80
71,930,243
71,936,569
71,957,193
71,978,81
71,1104,111
71,1113,724
71,1132,180
71,1249,274
71,1339,76
71,1350,138
71,1351,104
72,55,6
72,58,2
72,67,51
72,71,23
72,89,19
72,157,3
72,251,1
72,257,6
72,265,37
72,285,23
72,289,34
72,290,23
72,291,12
72,292,47
72,293,1
72,294,23
72,295,40
72,296,2
72,298,29
72,299,2
72,300,30
72,302,28
72,305,19
72,306,1
72,310,35
72,320,18
72,328,8
72,329,32
72,333,1
72,340,16
72,386,30
72,465,26
72,466,21
72,485,6
72,523,1
72,525,11
72,686,26
72,792,48
72,889,10
72,913,1
72,972,15
73,30,782
73,51,1962
73,68,329
73,155,157
73,157,162
73,229,163
73,441,205
73,533,214
73,599,566
73,620,298
73,724,159
73,851,366
73,877,386
73,986,568
73,997,470
73,998,432
73,1001,2017
73,1073,557
73,1089,200
74,157,3213
74,161,392
74,321,548
74,461,569
74,518,170
74,641,138
74,646,929
74,786,110
74,802,673
74,951,204
74,1114,177
74,1186,188
75,55,500
75,67,302
75,89,1342
75,157,102
75,161,195
75,209,126
75,230,517
75,288,848
75,289,1499
75,292,1553
75,295,725
75,298,71
75,299,66
75,300,712
75,302,414
75,306,1519
75,329,141
75,333,955
75,344,101
75,352,123
75,377,853
75,378,196
75,412,63
75,464,170
75,466,503
75,475,91
75,481,318
75,498,3085
75,531,82
75,538,210
75,543,143
75,544,535
75,646,373
75,679,2165
75,687,759
75,701,1749
75,972,69
75,1032,196
75,1037,611
75,1042,292
75,1246,116
75,1452,65
75,1455,119
75,1456,326
76,89,958
76,375,1006
77,88,269
77,155,163
77,183,128
77,190,193
77,207,10867
77,210,104
77,227,1367
77,229,555
77,230,203
77,424,1221
77,430,924
77,432,580
77,538,717
77,547,136
77,687,249
77,689,142
77,959,264
77,962,433
77,969,66
77,982,602
77,1239,238
77,1242,67
77,1390,2648
77,1512,1408
77,1515,494
77,1517,395
78,154,117
78,174,109
78,181,163
78,489,110
78,603,1202
78,744,779
78,757,255
78,785,108
78,818,224
78,845,117
78,1222,154
79,89,89
79,157,30226
79,180,119
79,228,17
79,241,53
79,251,48
79,257,90
79,285,23
79,288,95
79,289,201
79,291,111
79,292,8052
79,294,196
79,295,182
79,304,40695
79,305,58
79,311,211
79,325,21
79,329,541
79,330,34
79,378,28
79,461,30
79,466,23
79,468,21
79,498,33
79,542,305
79,544,12384
79,683,85
79,786,24
79,797,48
79,889,15752
79,903,153
79,908,86
79,966,497
79,1043,48
79,1447,68
79,1475,41
79,1556,3498
79,1681,239
80,768,7
80,779,245
80,805,1170
80,813,281
80,815,7
80,816,1375
80,818,508
80,823,1353
80,830,4
80,1188,265
80,1196,4
80,1541,103
80,1547,16
81,278,147
82,154,108
82,412,140
82,419,650
82,426,162
82,433,1617
82,440,266
82,445,107
82,604,134
82,622,909
82,1106,130
82,1633,186
83,154,1375
